,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
40,https://www.realtor.com/realestateandhomes-detail/229-E-3rd-St-Unit-4_Hialeah_FL_33010_M61895-72393,sold,None,235000,StatusSoldPrice/SqFt$182TypeCondo/Townhome/RowHome/Co-OpBuilt2002,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,https://www.realtor.com/realestateandhomes-detail/1123-W-27th-St_Hialeah_FL_33010_M56390-42562,sold,None,400000,StatusSoldPrice/SqFt$195TypeMulti-FamilyHomeBuilt1961,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
42,https://www.realtor.com/realestateandhomes-detail/Hialeah_FL_33010_M57674-81881,sold,None,235000,StatusSoldPrice/SqFt$190TypeCondo/Townhome/RowHome/Co-OpBuilt2003,3,3.00,2,1,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,None,None,None,None,1 Space,Other View,"Dishwasher, Dryer, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,Homeowners,132,Monthly,132,Common Area,None,763,Closed Sale,Miami-Dade County,None,2020,Ok To Lease,Condo,31,LOS PORTALES PHASE III CO,Post,18,LOS PORTALES PHASE III CO,None,C2C,1240,Resale,CBS Construction,None,18,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Condo,1240,Resale,Townhouse Condo,None,None
43,https://www.realtor.com/realestateandhomes-detail/Hialeah_FL_33010_M64300-13566,sold,None,465000,StatusSoldPrice/SqFt$218TypeMulti-FamilyHomeBuilt2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44,https://www.realtor.com/realestateandhomes-detail/226-W-22nd-St_Hialeah_FL_33010_M90807-01743,sold,None,270000,StatusSoldPrice/SqFtNoInfoTypeCommercial,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
45,https://www.realtor.com/realestateandhomes-detail/301-W-17th-St_Hialeah_FL_33010_M54842-61819,sold,None,250000,StatusSoldPrice/SqFt$171TypeSingleFamilyHomeBuilt1962,3,2.00,2,None,None,First Floor Entry,None,None,None,None,None,None,None,None,None,None,Other Parking,Other View,"Electric Range, Refrigerator",None,None,None,Additional Amenities,None,None,None,None,None,None,None,727,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Single,31,HIALEAH 9TH ADDN,Post,7,HIALEAH 9TH ADDN,Residential,C2C,1796,Resale,CBS Construction,West,59,Other Roof,None,Single Family,R30-No Pool/No Water,1796,Resale,Attached,Municipal Sewer,Municipal Water
46,https://www.realtor.com/realestateandhomes-detail/355-W-10th-St_Hialeah_FL_33010_M62866-27948,sold,None,850000,StatusSoldPrice/SqFt$214TypeMulti-FamilyHomeBuilt1970,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
47,https://www.realtor.com/realestateandhomes-detail/250-W-14th-St_Hialeah_FL_33010_M55638-50011,sold,None,378000,StatusSoldPrice/SqFt$372TypeSingleFamilyHomeBuilt1960,3,1.00,1,None,Shower Only,"First Floor Entry
              Built-Ins
          
        
        
          
              Window Features: High Impact Windows",Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,None,"Covered Parking, Driveway",None,"Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Purifier/Sink, Electric Range, Refrigerator, Washer",None,None,None,None,None,None,None,None,None,None,None,3102,Closed Sale,Miami-Dade County,None,2019,"Ok To Lease, No Restrictions",Single,31,HIALEAH 2ND STUDIO ADDN,Post,18,HIALEAH 2ND STUDIO ADDN,0100,C2C,1293,Resale,Concrete Block Construction,East,61,Flat Tile Roof,1,Single Family,Pool Only,1293,Resale,Attached,Municipal Sewer,Municipal Water
48,https://www.realtor.com/realestateandhomes-detail/125-E-5th-St_Hialeah_FL_33010_M56910-50534,sold,None,370000,StatusSoldPrice/SqFt$176TypeSingleFamilyHomeBuilt1950SchoolsElementarySchool:SouthHialeah,3,2.00,2,None,None,First Floor Entry,"Ceiling Fans, Central Cooling, Wall/Window Unit Cooling",Central Heat,None,None,None,None,None,None,None,None,Driveway,Other View,"Dryer, Electric Water Heater, Electric Range, Refrigerator, Washer",South Hialeah,None,None,None,None,None,None,None,None,None,More Than 20 Lbs,5067,Closed Sale,Miami-Dade County,Between Flamingo Way (East 4th Street) and Palm Ave Just North of Hialeah Drive and South of NW 62 Street,2019,No Restrictions,Single,31,TOWN OF HIALEAH FLA,Post,18,TOWN OF HIALEAH FLA,3900,C2C,2141,New Construction,"Concrete Block Construction, Other Construction",East,71,"Flat Tile Roof, Other Roof",1,Single Family,R30-No Pool/No Water,2141,New Construction,Detached,Municipal Sewer,Municipal Water
49,https://www.realtor.com/realestateandhomes-detail/37-W-11th-St-Apt-105_Hialeah_FL_33010_M60944-79427,sold,None,187500,StatusSoldPrice/SqFt$221TypeCondo/Townhome/RowHome/Co-OpBuilt2002,2,2.00,1,1,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,None,None,None,2,Assigned Parking,Other View,"Electric Water Heater, Electric Range, Refrigerator",None,None,None,None,Yes,Condo,140,Monthly,140,"Common Area, Outside Maintenance",None,424,Closed Sale,Miami-Dade County,None,2020,Ok To Lease,Condo,31,VILLAS LAS PALMAS III CON,Post,18,VILLAS LAS PALMAS III CON,None,C2C,848,2002,"CBS Construction, Other Construction",None,19,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,848,None,Condo 1-4 Stories,None,None
50,https://www.realtor.com/realestateandhomes-detail/190-E-11th-St_Hialeah_FL_33010_M56559-08750,sold,None,440000,StatusSoldPrice/SqFt$255TypeSingleFamilyHomeBuilt1987SchoolsElementarySchool:SouthHialeahHighSchool:WestLandMiddleSchool:MiamiSprings,3,2.00,2,None,"Bidet, Dual Sinks, Separate Tub & Shower","First Floor Entry
              Closet Cabinetry
              Custom Mirrors
              Vaulted Ceilings
          
        
        
          
              Volume Ceilings
              Walk-In Closets
              Window Features: Blinds/Shades, Double Hung Metal",Central Cooling,Central Heat,None,None,None,None,None,None,None,1,"Circular Drive, Covered Parking, Driveway",Other View,"Automatic Garage Door Opener, Central Vacuum, Circuit Breaker, Dryer, Electric Water Heater, Fuse Box, Washer/Dryer Hook-Up, Intercom, Microwave, Natural Gas, Owned Burglar Alarm, Purifier/Sink, Electric Range, Refrigerator, Smoke Detector",South Hialeah,West Land,Miami Springs,Additional Amenities,None,None,None,None,None,None,None,2201,Closed Sale,Miami-Dade County,GPS,2019,No Restrictions,Single,31,TOWN OF HIALEAH 1 ADDN AM,Post,18,TOWN OF HIALEAH 1 ADDN AM,0100,C2C,2510,New Construction,"Concrete Block Construction, CBS Construction",East,34,Curved/S-Tile Roof,1,Single Family,R30-No Pool/No Water,2510,New Construction,Attached,Municipal Sewer,Municipal Water
51,https://www.realtor.com/realestateandhomes-detail/652-Hialeah-Dr_Hialeah_FL_33010_M57257-07860,sold,None,370000,StatusSoldPrice/SqFt$332TypeSingleFamilyHomeBuilt1950SchoolsElementarySchool:SouthHialeahHighSchool:MiamiSpringsMiddleSchool:MiamiSprings,3,2.00,2,None,None,First Floor Entry,"Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,None,Driveway,None,"Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",South Hialeah,Miami Springs,Miami Springs,Public Road,None,None,None,None,None,None,None,1325,Closed Sale,Miami-Dade County,None,2020,No Restrictions,Single,31,ESSEX VILLAGE 6TH ADDN,Post,20,ESSEX VILLAGE 6TH ADDN,0100,C2C,1241,Resale,"Concrete Block Construction, CBS Construction",North,71,Other Roof,1,Single Family,R30-No Pool/No Water,1241,Resale,Attached,Municipal Sewer,Municipal Water
52,https://www.realtor.com/realestateandhomes-detail/351-E-16th-St_Hialeah_FL_33010_M56993-60839,sold,None,418000,StatusSoldPrice/SqFt$233TypeMulti-FamilyHomeBuilt1974,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53,https://www.realtor.com/realestateandhomes-detail/120-W-10th-St_Hialeah_FL_33010_M98753-24829,sold,None,49800,StatusSoldPrice/SqFtNoInfoTypeLand,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
54,https://www.realtor.com/realestateandhomes-detail/1245-W-24th-St-Apt-110_Hialeah_FL_33010_M59170-60374,sold,None,135000,StatusSoldPrice/SqFt$170TypeCondo/Townhome/RowHome/Co-OpBuilt1971,2,1.00,1,None,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,None,None,None,1,Assigned Parking,None,None,None,None,None,None,Yes,Condo,250,Monthly,250,"Laundry Facilities, Other Maintenance Includes, Outside Maintenance, Parking, Sewer, Trash Removal, Water",None,1393,Closed Sale,Miami-Dade County,None,2019,"Ok To Lease, No Trucks/RvS, Other Restrictions",Condo,30,BELLA LUNA CONDO,Post,11,BELLA LUNA CONDO,None,C2C,795,1971,"Concrete Block Construction, CBS Construction",None,50,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,795,None,Condo 1-4 Stories,None,None
55,https://www.realtor.com/realestateandhomes-detail/528-E-10th-St_Hialeah_FL_33010_M56275-49368,sold,None,240000,StatusSoldPrice/SqFt$173TypeSingleFamilyHomeBuilt1957,2,1.00,1,None,None,None,Central Cooling,Central Heat,None,None,None,None,None,None,None,None,Driveway,Other View,None,None,None,None,None,None,None,None,None,None,None,None,4016,Closed Sale,Miami-Dade County,NORTH ON EAST 4 AVENUE. TURN RIGHT ON E 10 STREET AND ARRIVE ON THE RIGHT.,2019,Other Restrictions,Single,31,HIALEAH 8TH ADDN,Post,17,HIALEAH 8TH ADDN,0100,C2C,1386,Resale,Concrete Block Construction,North,64,Shingle Roof,"1, 1",Single Family,R30-No Pool/No Water,1386,Resale,Detached,Municipal Sewer,Municipal Water
56,https://www.realtor.com/realestateandhomes-detail/761-SE-2nd-Pl_Hialeah_FL_33010_M57615-57697,sold,None,365000,StatusSoldPrice/SqFt$222TypeSingleFamilyHomeBuilt1947SchoolsElementarySchool:LorahParkHighSchool:MiamiSpringsMiddleSchool:MiamiSprings,3,2.00,2,None,None,First Floor Entry,"Ceiling Fans, Central Cooling, Electric Cooling",None,None,None,None,None,None,None,None,None,Driveway,Garden View,"Dryer, Icemaker, Microwave, Electric Range, Refrigerator, Washer",Lorah Park,Miami Springs,Miami Springs,None,No,None,None,None,0,None,None,4217,Closed Sale,Miami-Dade County,None,2019,"Ok To Lease, Ok To Lease With Res",Single,31,ESSEX VILLAGE 1ST ADDN,Post,20,ESSEX VILLAGE 1ST ADDN,0100,C2C,1642,Effective Year Built,Other Construction,South,74,Shingle Roof,1,Single Family,R30-No Pool/No Water,1642,Effective Year Built,Detached,"Municipal Sewer, Septic Tank",Municipal Water
57,https://www.realtor.com/realestateandhomes-detail/740-E-12th-Pl_Hialeah_FL_33010_M55913-26872,sold,None,325000,StatusSoldPrice/SqFt$178TypeSingleFamilyHomeBuilt1950,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
58,https://www.realtor.com/realestateandhomes-detail/630-SE-8th-Pl_Hialeah_FL_33010_M57436-32779,sold,None,450000,StatusSoldPrice/SqFt$265TypeSingleFamilyHomeBuilt1951,3,2.00,1,1,None,"First Floor Entry
              Built-Ins
              French Doors
              Laundry Tub
          
        
        
          
              Pull Down Stairs
              Skylight
              Window Features: Blinds/Shades, High Impact Windows","Central Cooling, Paddle Fans",Reverse Cycle Unit,None,None,None,None,None,None,None,2,Driveway,Garden View,"Automatic Garage Door Opener, Circuit Breaker, Dryer, Electric Water Heater, Gas Tank Leased, Washer/Dryer Hook-Up, Icemaker, Refrigerator, Smoke Detector, Washer",None,None,None,None,None,None,None,None,None,None,None,2704,Closed Sale,Miami-Dade County,GPS,2019,No Restrictions,Single,31,HIALEAH PARK,Post,20,HIALEAH PARK,0100,C2C,3039,Resale,CBS Construction,North,70,Shingle Roof,1,Single Family,R30-No Pool/No Water,3039,Resale,Detached,Municipal Sewer,Municipal Water
59,https://www.realtor.com/realestateandhomes-detail/55-E-11th-St-Apt-27_Hialeah_FL_33010_M57200-06171,sold,None,143000,StatusSoldPrice/SqFt$223TypeCondo/Townhome/RowHome/Co-OpBuilt1970,2,1.00,1,None,None,None,Central Cooling,Electric Heat,None,None,None,None,None,None,None,None,Assigned Parking,None,Refrigerator,None,None,None,None,Yes,Condo,150,Monthly,150,"Insurance, Trash Removal, Water",None,318,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Condo,31,MAR RONDA CONDO,Post,18,MAR RONDA CONDO,None,C2C,640,Resale,Concrete Block With Brick,None,51,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,640,Resale,Condo 1-4 Stories,None,None
60,https://www.realtor.com/realestateandhomes-detail/571-W-28th-St_Hialeah_FL_33010_M97600-78953,sold,None,1895500,StatusSoldPrice/SqFt$239TypeIndustrialBuilt1961,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
61,https://www.realtor.com/realestateandhomes-detail/148-W-19th-St_Hialeah_FL_33010_M55142-98168,sold,None,360000,StatusSoldPrice/SqFt$243TypeSingleFamilyHomeBuilt1960,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
62,https://www.realtor.com/realestateandhomes-detail/2525-W-3rd-Ct_Hialeah_FL_33010_M90398-20176,sold,None,380000,StatusSoldPrice/SqFt$271TypeCommercialBuilt2000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63,https://www.realtor.com/realestateandhomes-detail/368-W-17th-St_Hialeah_FL_33010_M56909-38736,sold,None,303000,StatusSoldPrice/SqFt$180TypeSingleFamilyHomeBuilt1962,4,3.00,3,None,None,None,Wall/Window Unit Cooling,Electric Heat,None,None,None,None,None,None,None,None,Driveway,None,None,None,None,None,None,None,None,None,None,None,None,None,2074,Closed Sale,Miami-Dade County,None,2019,None,Single,31,HIALEAH 5TH ADDN,Post,18,HIALEAH 5TH ADDN,0100,C2C,1720,Resale,Concrete Block With Brick,North,59,Other Roof,1,Single Family,R30-No Pool/No Water,1720,Resale,Attached,Municipal Sewer,Municipal Water
64,https://www.realtor.com/realestateandhomes-detail/1160-W-28th-St_Hialeah_FL_33010_M52795-85401,sold,None,410000,StatusSoldPrice/SqFt$225TypeSingleFamilyHomeBuilt1961,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
65,https://www.realtor.com/realestateandhomes-detail/258-W-19th-St_Hialeah_FL_33010_M54799-01704,sold,None,399000,StatusSoldPrice/SqFt$416TypeSingleFamilyHomeBuilt1956SchoolsElementarySchool:HialeahHighSchool:WestLandMiddleSchool:MiamiSprings,4,2.00,2,None,None,First Floor Entry,"Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,None,Driveway,Other View,"Dryer, Electric Water Heater, Icemaker, Microwave, Electric Range, Refrigerator, Washer",Hialeah,West Land,Miami Springs,Additional Amenities,None,None,None,None,None,None,None,1242,Closed Sale,Miami-Dade County,Use GPS.,2019,"Ok To Lease, No Restrictions",Single,31,HIALEAH 9TH ADDN,Post,7,HIALEAH 9TH ADDN,0100,C2C,1164,Resale,Concrete Block Construction,East,65,Flat Tile Roof,1,Single Family,R30-No Pool/No Water,1164,Resale,Attached,Municipal Sewer,Municipal Water
66,https://www.realtor.com/realestateandhomes-detail/352-E-8th-St_Hialeah_FL_33010_M56854-97908,sold,None,35625,StatusSoldPrice/SqFt$17TypeMulti-FamilyHomeBuilt1983,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67,https://www.realtor.com/realestateandhomes-detail/420-E-1st-Ave-Apt-202_Hialeah_FL_33010_M57814-56610,sold,None,182000,StatusSoldPrice/SqFt$181TypeCondo/Townhome/RowHome/Co-OpBuilt2003,2,2.00,1,1,Combination Tub & Shower,"Second Floor Entry
          
        
        
          
              French Doors","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,None,"1 Space, Guest Parking, Street Parking",Other View,"Dishwasher, Dryer, Microwave, Purifier/Sink, Electric Range, Refrigerator, Self Cleaning Oven, Washer",None,None,None,None,Yes,Condo,181,Monthly,181,"Building Exterior, Common Area, Insurance, Outside Maintenance, Roof Repairs, Trash Removal",None,565,Closed Sale,Miami-Dade County,None,2019,"Daily Rentals, Ok To Lease",Condo,31,SPANISH VILLAS CONDO,Post,18,SPANISH VILLAS CONDO,None,C2C,1006,Resale,CBS Construction,East,18,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,1006,Resale,Condo 1-4 Stories,None,None
